Drug.Name	KE.ID	KE.name	KE.type	interact
Diethylstilbestrol	279	Thyroperoxidase, Inhibition	MolecularInitiatingEvent	MIEdirect
Troglitazone	279	Thyroperoxidase, Inhibition	MolecularInitiatingEvent	MIEdirect
Carboxin	279	Thyroperoxidase, Inhibition	MolecularInitiatingEvent	MIEdirect
6-Thioguanine	279	Thyroperoxidase, Inhibition	MolecularInitiatingEvent	MIEdirect
4-Hexylresorcinol	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Ifosfamide	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Rifampicin	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Resorcinol	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Clofibrate	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Folic acid	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Ibuprofen	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Celecoxib	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Anthralin	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Indomethacin	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Ketoprofen	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Meloxicam	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
1-Phenyl-3-methyl-5-pyrazolone	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Carprofen	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Nimesulide	1103	Inhibition, Cyclooxygenase 1 activity	MolecularInitiatingEvent	MIEdirect
Clotrimazole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Triamcinolone acetonide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Benzoin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Febuxostat	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Methylprednisolone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
17alpha-Hydroxyprogesterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Levonorgestrel	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
3'-Azido-3'-deoxythymidine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Mestranol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Prednisolone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Etoposide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
(9Z,12R)-12-Hydroxyoctadec-9-enoic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Potassium nitrate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Equilin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Methimazole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Anthralin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
17alpha-Ethinylestradiol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Azathioprine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Letrozole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Efavirenz	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Glycyrrhizin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Nilutamide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
17beta-Estradiol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Triclosan	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Forskolin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Bicalutamide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Furazolidone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Eugenol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Androstene-3,17-dione	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Glybenclamide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Tetracycline	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Albendazole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Ketoconazole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Corticosterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Benzocaine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Estrone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Dexamethasone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Nitrophenol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Spironolactone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Hexylresorcinol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
5,6-Benzoflavone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Tromethamine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Hydroxyandrostenedione	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Mifepristone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
1-Chloro-2,4-dinitrobenzene	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Ethynodiol diacetate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Tacrine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Anastrozole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Carboxin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
17-Methyltestosterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
3,5,3'-Triiodothyronine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Testosterone propionate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Deflazacort	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Phenothiazine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Trilostane	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Finasteride	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Budesonide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Farnesol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Estriol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Medroxyprogesterone acetate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Chlorhexidine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Codeine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Haloperidol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Melengestrol acetate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
dl-Norgestrel	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Betamethasone 21-phosphate disodium	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Estradiol cypionate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Oxazepam	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Pentaerythritol tetranitrate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Dehydroepiandrosterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Melatonin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Hydroxytamoxifen	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Sparfloxacin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
meso-Hexestrol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Triamcinolone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
dl-Menthol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Theophylline	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Metoprolol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Warfarin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Resveratrol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Tamoxifen	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Valproic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Nitrofurazone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
L-Dopa	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Danazol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Megestrol acetate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Lovastatin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Dapsone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Flutamide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Nonoxynol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Metyrapone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Astemizole	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Colchicine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
l-Tryptophan	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Decanoic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
2-Phenoxyethanol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Permethrin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Prednisone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Riboflavin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Norethindrone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Lynestrenol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Stavudine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Cyproterone acetate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
4-Aminofolic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Leflunomide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Carbamazepine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Fluocinolone acetonide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Progesterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Celecoxib	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Betamethasone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
(1R,2S,5R)-(-)-Menthol	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Cortisone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Genistein	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Dexamethasone sodium phosphate	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Linolenic acid	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Flurandrenolide	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
6-Thioguanine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Digoxin	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Fluorometholone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
5alpha-Dihydrotestosterone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Sulfasalazine	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
Flavone	1134	Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle	MolecularInitiatingEvent	MIEdirect
17alpha-Ethinylestradiol	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Haloperidol	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Astemizole	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Estrone	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Fluvoxamine	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Ketoconazole	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Ethionamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
2',3'-Dideoxycytidine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Phenol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Primidone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Triclosan	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Benzophenone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
3,5,3'-Triiodothyronine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Mifepristone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Levonorgestrel	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Albendazole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
4-Chlorophenol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Decanoic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Mestranol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Corticosterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
17alpha-Hydroxyprogesterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
17-Methyltestosterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pregnenolone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
4-Hexylresorcinol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Forskolin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Potassium perchlorate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Carbamazepine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pyrimethamine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Tamoxifen	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Retinol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
9-cis Retinoic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Riboflavin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Prednisone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Danazol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Febuxostat	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Isoniazid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Lynestrenol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Linolenic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Equilin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Deflazacort	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Cyproterone acetate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Propylthiouracil	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Arotinoid acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Benzoic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Anastrozole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Emodin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
meso-Hexestrol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Melengestrol acetate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Dexamethasone sodium phosphate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Testosterone propionate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
o-(Chloroacetylcarbamoyl)fumagillol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Eugenol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
4-Androstene-3,17-dione	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Progesterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Niacinamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Estriol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Simvastatin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
4-Hydroxytamoxifen	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Fulvestrant	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Genistein	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Flurbiprofen	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Thiabendazole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Norethindrone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Haloperidol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Levothyroxine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Adenine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
4-Hydroxyandrostenedione	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Budesonide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pentaerythritol tetranitrate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
